|"id"|"Completado"|"Última página vista"|"Lenguaje inicial"|"Contraseña"|"Municipio "|"Facultad"|"Programa"|"Semestre"|"Genero"|"[¿Cómo califica Usted la Formación Académica impartida por el Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Considera Usted que los conocimientos  adquiridos  en su programa  académico,  son acordes a las necesidades  y expectativas de la región? ] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica la programación de los horarios de clase ?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  el material bibliográfico existente en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  las ayudas didácticas existentes en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo del Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo de la Facultad a la que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el cumplimiento de horarios del personal docente en su Programa Académico?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la metodología de enseñanza de los docentes de su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes de la Universidad en cuanto a dominio de los cursos?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes en cuanto a la vocación de servicio?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la gestión de los directivos de la Universidad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la cantidad actual de computadores en su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la infraestructura de las aulas de clase, auditorios, espacios de estudio y su equipamiento?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el estado de aseo y mantenimiento de las aulas de clase, auditorios, espacios de estudio y baños de su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"¿Cómo califica Usted  las prácticas académicas desarrolladas en su Programa?
(si califica menor de 3 explicar por qué)"|"Justifique la respuesta anterior"|"¿De la Formación Académica ofrecida por su Programa que le gustaría que se mejore prioritariamente?"|"
"
427|732|"2015-11-24 09:56:34"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"Varios de los docentes son excelentes en el campo que desarrollan como arquitectos, pero en cuanto a su forma de enseñar no tiene un muy buen manejo en algunos caso. por lo general estos docentes generar problemas con los estudiante. por su falta de dominio de clase y también su falta de experiencia en el campo como docentes. por lo general siempre repiten su forma de enseñar semestre tras semestre. lo cual genera un tabú en esa materia y la inconformidad de los estudiantes. El otro aspecto es la pocas oportunidades que tenemos para mejorar una  materia que estamos bajos en calificaciones por diferentes circunstancias. en el caso del programa de arquitectura se ofrece el taller de diseño.Una materia que requiere mucho compromiso y trabajo día a día y que su forma de calificación es diferente a cualquier otra materia y cuando se pierde dicha material. todo el esfuerzo y gasto se pierde. entonces una buen opción ofrecer alternativas para no tener dicho problema. "|
428|734|"2015-11-24 09:50:00"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|9|"Masculino"|"2=Malo"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"1=Muy Malo"|"2=Malo"|"1=Muy Malo"|"1=Muy Malo"|"4=Bueno"|"2=Malo"|"Hacen falta mas practicas academicas aun cuando la carrera es anual solo hay una o dos practicas en toda la carrera "|"Los docentes tienen mucho conocimiento pero no saben enseñar a los estudiates, hay muchos docentes que no se relacionan con los estudiantes.  Algunos docentes deben formarse como personas antes de ingresar a dictar una catedra a la Universidad de Nariño. "|
429|736|"2015-11-24 09:50:40"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Femenino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"||"CLASES MAS DIDACTICAS Y PRACTICAS QUE AYUDEN A DESEMPEÑAR MEJOR LA FORMACION"|
430|738|"2015-11-24 09:51:18"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Masculino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"profundisar en la enseñansa de programas de diseño ya que que lo enseñado es muy basico "|
431|739|"2015-11-24 09:56:58"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Masculino"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"||"QUE SE PROMUEVAN MAS ACTIVIDADES FUERA DEL AULA."|
432|740|"2015-11-24 10:00:19"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"3=Regular"|"No existen muchas practicas que incluyan a los diferentes semestres del program,a"|"La prioridad para mi en este momento es la escojencia de profesores que de verdad tengan una bocacion para enseñar y que no pretendan ser un tropiezo en el camino de los estudiantes y que permitan que el conocimiento sea adquirido de una forma muy didactica y entendible."|
433|741|"2015-11-24 10:02:20"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"NO HEMOS TENIDO PRACTICAS"|"ME GUSTARÍA QUE LA PEDAGOGÍA QUE IMPARTEN LOS DOCENTES SEA MAS CLARA, EN ESPECIAL TALLER. Y TAMBIÉN DEBERÍA EXISTIR SOLUCIONES PARA LOS ALUMNOS QUE PIERDEN ESTA MATERIA (CURSOS DE VERANO DE TALLER)"|
434|742|"2015-11-24 09:58:29"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Femenino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"Hasta el momento no he realizado practica academica, siendo puntual, no se ha realizado una salida a otra ciudad"|"Me parece que se deberia mejorar o promover mas salidas practicas hacia otras ciudades que permitan el reconocimiento de espacios arquitectonicos que nos sirvan como referentes para el desarrollo de nuetsra region. "|
435|743|"2015-11-24 10:00:17"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"3=Regular"|"4=Bueno"||"considero oportuno que todas las materias lleven un guion particular enfocadas a un solo objetivo y no que cada una se desarrolle por su lado como actualmente sucede. Se piensa que taller de arquitectura es el foco principal en nuestra carrera mas sin embargo y sin dejar de darle importancia a las demás materias estas deberían centrarse también en el desarrollo en particular de taller de arquitectura"|
436|744|"2015-11-24 10:02:43"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Femenino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"1=Muy Malo"|"4=Bueno"||"la enseñanza de programas útiles y que facilitan a la hora de aprender desde los primeros semestres."|
437|745|"2015-11-24 10:00:32"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|5|"Masculino"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"q los maestros le tomen importancia ala enceñanza "|
438|746|"2015-11-24 10:04:13"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"||"EL MANEJO DE LA METODOLOGÍA EN LOS TALLERES DE ARQUITECTURA, HACIENDO UN BUEN PLANTEAMIENTO INICIAL EN EL PROGRAMA A EJECUTAR DURANTE EL SEMESTRE, LA INFRAESTRUCTURAS PARA LAS AULAS DE COMPUTO."|
439|747|"2015-11-24 10:02:56"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Masculino"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"metodologia de enseñanza "|
440|748|"2015-11-24 10:08:31"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Masculino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"NO CONTAMOS CON MUCHAS PRACTICAS ACADÉMICAS QUE COMPLEMENTAN EL CONOCIMIENTO ADQUIRIDO, SOLICITO QUE SE COMPLEMENTE CON SALIDAS Y PRACTICAS "|"MIRAR LA POSIBILITAR DE RECUPERAR MATERIAS PERDIDAS SEMESTRALMENTE Y NO ANUAL POR QUE SE PIERDE TIEMPO, MOTIVACIÓN, Y AUMENTA LA DESERCION ESTUDIANTIL"|
441|749|"2015-11-24 10:10:08"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"1=Muy Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"2=Malo"|"3=Regular"|"5=Excelente"|"4=Bueno"||"principalmente el respeto delos horarios establecidos despues de las matriculas ya que en muchos casos los cambian sin importar que se crusen con otras materias,"|
442|750|"2015-11-24 10:08:07"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"2=Malo"|"3=Regular"|"4=Bueno"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"3=Regular"|"2=Malo"|"2=Malo"|"2=Malo"|"NS/NR"||"Docentes nuevos, para aprender nuevas técnicas y poner mas contenido digital."|
443|751|"2015-11-24 10:13:38"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"NS/NR"|"NS/NR"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"NS/NR"|"NS/NR"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"hacer un buen mantenimiento de computadores con sus respectivos programas requeridos."|
444|752|"2015-11-24 10:12:25"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"1=Muy Malo"|"Hasta el momento no ha habido practicas por parte del programa, creo que se debe permitir mas salidas para que se tome una metodologia mas didactica que servira mas adelante como experiencia al ser profesional."|"Creo que se deberia abrir materias semestralmente ya que al tenerla que repetir un año despues esto se considera una perdida de tiempo y hace mal al estudiante."|
445|753|"2015-11-24 10:12:35"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Femenino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"RESPETAR LOS HORARIOS ESTABLECIDOS DESPUÉS DE LAS MATRICULAS"|
446|754|"2015-11-24 10:12:39"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"unificar los temas de cada materia en un eje central que sea el taller de arquitectura "|
447|755|"2015-11-24 10:14:12"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"1=Muy Malo"|"2=Malo"|"5=Excelente"|"5=Excelente"||"por que tienen destinos de exelente encuentro con el arte como la pasada feria artbo"|
448|756|"2015-11-24 10:20:25"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"LAS PRACTICAS NO SE REALIZAN CON TANTA FRECUENCIA. ESTAS DEBEN SER DADAS EN ENTORNOS MAS CERCANOS DE LA REGION"|"ES PRIORIDAD QUE LOS TRABAJOS DE GRADO CUENTEN CON MAS APOYO DE LA MISMA UNIVERSIDAD, GESTION CON EMPRESAS PUBLICAS Y PRIVADAS PARA LA EJECUCIÓN DE LO PROYECTOS DE GRADO"|
449|758|"2015-11-24 10:17:44"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Femenino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"que se mejore el acceso a referentes bibliográficos  "|
450|760|"2015-11-24 10:17:34"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|9|"Masculino"|"2=Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"||"QUE LOS PROFESORES SEAN MAS HUMANOS CON LOS ESTUDIANTES"|
451|761|"2015-11-24 10:17:21"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"Me gustaría tener un mejor acceso y cercano a la biblioteca."|
452|762|"2015-11-24 10:17:40"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Femenino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"Tener mayor precision y objetividad a la hora de la seleccion de docentes teniendo mayor enfasis en la formacion pedagògica "|
453|763|"2015-11-24 10:18:57"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|9|"Masculino"|"3=Regular"|"3=Regular"|"2=Malo"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"2=Malo"|"porque creo que falta recursos, no solo debería ser transporte, hay estudiantes y me incluyo que no tenemos la facilidad de pagar una entrada a un seminario etc,lo cual hace que los estudiantes mas pudientes asistan siendo la udenar publica"|"la carrera de arquitectura se deberia ofrecer semestralmente no anualmente,esto perjudica a personas que por x o y razon tuvieron que matricular materias de un semestre anterior no tenga que perder un año para verla."|
454|764|"2015-11-24 10:17:06"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|3|"Masculino"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"2=Malo"|"4=Bueno"||"Que se mejore la forma de calificación, que las notas no sean impartidas de manera personal."|
455|765|"2015-11-24 10:17:26"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"me parece que las practicas son buenas ya que cumplen las expectativas de los estudiantes, a nivel de organización, e interés referente a proyectos de investigación ."|
456|766|"2015-11-24 10:17:08"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"NS/NR"|"NS/NR"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"3=Regular"|"4=Bueno"|"4=Bueno"||"Mejorar el funcionamiento de computadores y baños."|
457|767|"2015-11-24 10:21:12"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"5=Excelente"|"2=Malo"|"Por que la ayuda económica que se le reconoce a cada estudiante es muy  minima"|"que se mejore el plan de estudio y que las materias practicas se vean en casi todos los semestres."|
458|769|"2015-11-24 10:20:31"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"4=Bueno"|"1=Muy Malo"|"3=Regular"|"2=Malo"|"2=Malo"|"2=Malo"|"4=Bueno"|"2=Malo"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"1=Muy Malo"|"3=Regular"|"5=Excelente"|"4=Bueno"||"Tener totalmente en cuenta la calidad de maestros, respecto a la opinion de los estudiantes, sacar al carajon a los viejos y traer nuevos que propongan mas, :)"|
459|770|"2015-11-24 10:21:49"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"||"Nuevas Técnicas Tecnológicas con respecto a la evolución artística y la relacion con el tecnoarte"|
460|771|"2015-11-24 10:25:59"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Masculino"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"lo que mas me gustaría es que en algunas clases practicas esta sean llevadas mas profundamente ya que muchas veces se han quedado temas inconclusos en el caso de materiales a utilizar o utilizados."|
461|773|"2015-11-24 10:23:30"|1|"es"||"Pasto "|"Facultad de Artes"|"Arquitectura"|5|"Masculino"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"||"que se brinde mas asesorias a estudiantes en mayoria de horarios!!!"|
462|777|"2015-11-24 10:28:28"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|9|"Masculino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"Infraestructura, equipos y maestros de otros lugares..."|
463|778|"2015-11-24 10:29:53"|1|"es"||"Pasto "|"Facultad de Artes"|"Artes Visuales"|7|"Femenino"|"4=Bueno"|"3=Regular"|"5=Excelente"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"falta material didáctico y bibliográfico así como compromiso por parte de algunos docentes en cuanto a una formación enfocada en la practica."|
464|782|"2015-11-24 11:39:41"|1|"es"||"Pasto "|"Facultad de Ciencias Económicas y Administratívas"|"Comercio Internacional"|3|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"creo que deberían haber más practicas académicas desde por lo menos 3 semestre que nos permitan conocer mas acerca de nuestro alrededor puesto que muchas personas no pertenecemos a la ciudad en que se encuentra la academia"|"me gustaría que se de mas apoyo al estudiante puesto que en muchas ocasiones se necesitan aportes económicos para que se realicen"|
465|783|"2015-11-24 11:36:19"|1|"es"||"Pasto "|"Facultad de Ciencias Económicas y Administratívas"|"Comercio Internacional"|3|"Masculino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"pues deberia ser mas practicas pues es una carrera que lo necesita para el aprendizaje y fortalecimiento de los conocimientos adquiridos cada dia "|
466|784|"2015-11-24 11:41:15"|1|"es"||"Pasto "|"Facultad de Ciencias Económicas y Administratívas"|"Comercio Internacional"|3|"Femenino"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"crear mas aulas de informática, para aprovechamiento de los diferentes programas de la facultad"|
467|785|"2015-11-24 11:40:29"|1|"es"||"Pasto "|"Facultad de Ciencias Económicas y Administratívas"|"Comercio Internacional"|3|"Femenino"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"||"lo importante es que funciones, no para cubrir todas las necesidades pero sirve para la formacion "|
